stop_id,departure,destination,line,arrival,service_type
1A,05:10,Autobusová stanica cez Nový Juh,1,-,1
1A,05:30,Autobusová stanica cez Nový Juh,1,-,1
1A,05:50,Autobusová stanica cez Nový Juh,1,-,1
1A,06:00,Autobusová stanica cez Nový Juh,1,-,2
1A,06:10,Autobusová stanica cez Nový Juh,1,-,1
1A,06:30,Autobusová stanica cez Nový Juh,1,-,1
1A,06:45,Autobusová stanica cez Nový Juh,1,-,2
1A,06:50,Autobusová stanica cez Nový Juh,1,-,1
1A,07:00,Autobusová stanica cez Nový Juh,1,-,1
1A,07:10,Autobusová stanica cez Nový Juh,1,-,1
1A,07:15,Autobusová stanica cez Nový Juh,1,-,1
1A,07:30,Autobusová stanica cez Nový Juh,1,-,1
1A,07:50,Autobusová stanica cez Nový Juh,1,-,1
1A,08:10,Autobusová stanica cez Nový Juh,1,-,1
1A,08:30,Autobusová stanica cez Nový Juh,1,-,1
1A,08:50,Autobusová stanica cez Nový Juh,1,-,1
1A,09:10,Autobusová stanica cez Nový Juh,1,-,1
1A,09:30,Autobusová stanica cez Nový Juh,1,-,1
1A,09:50,Autobusová stanica cez Nový Juh,1,-,2
1A,09:55,Autobusová stanica cez Nový Juh,1,-,1
1A,10:10,Autobusová stanica cez Nový Juh,1,-,2
1A,10:25,Autobusová stanica cez Nový Juh,1,-,1
1A,10:30,Autobusová stanica cez Nový Juh,1,-,2
1A,10:50,Autobusová stanica cez Nový Juh,1,-,1
1A,10:55,Autobusová stanica cez Nový Juh,1,-,1
1A,11:10,Autobusová stanica cez Nový Juh,1,-,2
1A,11:25,Autobusová stanica cez Nový Juh,1,-,1
1A,11:30,Autobusová stanica cez Nový Juh,1,-,1
1A,11:50,Autobusová stanica cez Nový Juh,1,-,2
1A,11:55,Autobusová stanica cez Nový Juh,1,-,1
1A,12:10,Autobusová stanica cez Nový Juh,1,-,1
1A,12:25,Autobusová stanica cez Nový Juh,1,-,2
1A,12:30,Autobusová stanica cez Nový Juh,1,-,1
1A,12:50,Autobusová stanica cez Nový Juh,1,-,1
1A,12:55,Autobusová stanica cez Nový Juh,1,-,2
1A,13:10,Autobusová stanica cez Nový Juh,1,-,1
1A,13:25,Autobusová stanica cez Nový Juh,1,-,2
1A,13:30,Autobusová stanica cez Nový Juh,1,-,1
1A,13:50,Autobusová stanica cez Nový Juh,1,-,1
1A,14:10,Autobusová stanica cez Nový Juh,1,-,1
1A,14:30,Autobusová stanica cez Nový Juh,1,-,1
1A,14:50,Autobusová stanica cez Nový Juh,1,-,1
1A,15:10,Autobusová stanica cez Nový Juh,1,-,1
1A,15:30,Autobusová stanica cez Nový Juh,1,-,1
1A,15:50,Autobusová stanica cez Nový Juh,1,-,1
1A,16:10,Autobusová stanica cez Nový Juh,1,-,1
1A,16:30,Autobusová stanica cez Nový Juh,1,-,1
1A,16:55,Autobusová stanica cez Nový Juh,1,-,1
1A,17:25,Autobusová stanica cez Nový Juh,1,-,1
1A,17:55,Autobusová stanica cez Nový Juh,1,-,1
1A,18:25,Autobusová stanica cez Nový Juh,1,-,1
2B,05:12,Autobusová stanica cez Nový Juh,1,-,1
2B,05:32,Autobusová stanica cez Nový Juh,1,-,1
2B,05:52,Autobusová stanica cez Nový Juh,1,-,1
2B,06:02,Autobusová stanica cez Nový Juh,1,-,2
2B,06:12,Autobusová stanica cez Nový Juh,1,-,1
2B,06:32,Autobusová stanica cez Nový Juh,1,-,1
2B,06:47,Autobusová stanica cez Nový Juh,1,-,2
2B,06:52,Autobusová stanica cez Nový Juh,1,-,1
2B,07:02,Autobusová stanica cez Nový Juh,1,-,1
2B,07:12,Autobusová stanica cez Nový Juh,1,-,1
2B,07:17,Autobusová stanica cez Nový Juh,1,-,1
2B,07:32,Autobusová stanica cez Nový Juh,1,-,1
2B,07:52,Autobusová stanica cez Nový Juh,1,-,1
2B,08:12,Autobusová stanica cez Nový Juh,1,-,1
2B,08:32,Autobusová stanica cez Nový Juh,1,-,1
2B,08:52,Autobusová stanica cez Nový Juh,1,-,1
2B,09:12,Autobusová stanica cez Nový Juh,1,-,1
2B,09:32,Autobusová stanica cez Nový Juh,1,-,1
2B,09:52,Autobusová stanica cez Nový Juh,1,-,2
2B,09:57,Autobusová stanica cez Nový Juh,1,-,1
2B,10:12,Autobusová stanica cez Nový Juh,1,-,2
2B,10:27,Autobusová stanica cez Nový Juh,1,-,1
2B,10:32,Autobusová stanica cez Nový Juh,1,-,2
2B,10:52,Autobusová stanica cez Nový Juh,1,-,1
2B,10:57,Autobusová stanica cez Nový Juh,1,-,1
2B,11:12,Autobusová stanica cez Nový Juh,1,-,2
2B,11:27,Autobusová stanica cez Nový Juh,1,-,1
2B,11:32,Autobusová stanica cez Nový Juh,1,-,1
2B,11:52,Autobusová stanica cez Nový Juh,1,-,2
2B,11:57,Autobusová stanica cez Nový Juh,1,-,1
2B,12:12,Autobusová stanica cez Nový Juh,1,-,1
2B,12:27,Autobusová stanica cez Nový Juh,1,-,2
2B,12:32,Autobusová stanica cez Nový Juh,1,-,1
2B,12:52,Autobusová stanica cez Nový Juh,1,-,1
2B,12:57,Autobusová stanica cez Nový Juh,1,-,2
2B,13:12,Autobusová stanica cez Nový Juh,1,-,1
2B,13:27,Autobusová stanica cez Nový Juh,1,-,2
2B,13:32,Autobusová stanica cez Nový Juh,1,-,1
2B,13:52,Autobusová stanica cez Nový Juh,1,-,1
2B,14:12,Autobusová stanica cez Nový Juh,1,-,1
2B,14:32,Autobusová stanica cez Nový Juh,1,-,1
2B,14:52,Autobusová stanica cez Nový Juh,1,-,1
2B,15:12,Autobusová stanica cez Nový Juh,1,-,1
2B,15:32,Autobusová stanica cez Nový Juh,1,-,1
2B,15:52,Autobusová stanica cez Nový Juh,1,-,1
2B,16:12,Autobusová stanica cez Nový Juh,1,-,1
2B,16:32,Autobusová stanica cez Nový Juh,1,-,1
2B,16:57,Autobusová stanica cez Nový Juh,1,-,1
2B,17:27,Autobusová stanica cez Nový Juh,1,-,1
2B,17:57,Autobusová stanica cez Nový Juh,1,-,1
2B,18:27,Autobusová stanica cez Nový Juh,1,-,1
3A,05:13,Autobusová stanica cez Nový Juh,1,-,1
3A,05:33,Autobusová stanica cez Nový Juh,1,-,1
3A,05:53,Autobusová stanica cez Nový Juh,1,-,1
3A,06:03,Autobusová stanica cez Nový Juh,1,-,2
3A,06:13,Autobusová stanica cez Nový Juh,1,-,1
3A,06:33,Autobusová stanica cez Nový Juh,1,-,1
3A,06:48,Autobusová stanica cez Nový Juh,1,-,2
3A,06:53,Autobusová stanica cez Nový Juh,1,-,1
3A,07:03,Autobusová stanica cez Nový Juh,1,-,1
3A,07:13,Autobusová stanica cez Nový Juh,1,-,1
3A,07:18,Autobusová stanica cez Nový Juh,1,-,1
3A,07:33,Autobusová stanica cez Nový Juh,1,-,1
3A,07:53,Autobusová stanica cez Nový Juh,1,-,1
3A,08:13,Autobusová stanica cez Nový Juh,1,-,1
3A,08:33,Autobusová stanica cez Nový Juh,1,-,1
3A,08:53,Autobusová stanica cez Nový Juh,1,-,1
3A,09:13,Autobusová stanica cez Nový Juh,1,-,1
3A,09:33,Autobusová stanica cez Nový Juh,1,-,1
3A,09:53,Autobusová stanica cez Nový Juh,1,-,2
3A,09:58,Autobusová stanica cez Nový Juh,1,-,1
3A,10:13,Autobusová stanica cez Nový Juh,1,-,2
3A,10:28,Autobusová stanica cez Nový Juh,1,-,1
3A,10:33,Autobusová stanica cez Nový Juh,1,-,2
3A,10:53,Autobusová stanica cez Nový Juh,1,-,1
3A,10:58,Autobusová stanica cez Nový Juh,1,-,1
3A,11:13,Autobusová stanica cez Nový Juh,1,-,2
3A,11:28,Autobusová stanica cez Nový Juh,1,-,1
3A,11:33,Autobusová stanica cez Nový Juh,1,-,1
3A,11:53,Autobusová stanica cez Nový Juh,1,-,2
3A,11:58,Autobusová stanica cez Nový Juh,1,-,1
3A,12:13,Autobusová stanica cez Nový Juh,1,-,1
3A,12:28,Autobusová stanica cez Nový Juh,1,-,2
3A,12:33,Autobusová stanica cez Nový Juh,1,-,1
3A,12:53,Autobusová stanica cez Nový Juh,1,-,1
3A,12:58,Autobusová stanica cez Nový Juh,1,-,2
3A,13:13,Autobusová stanica cez Nový Juh,1,-,1
3A,13:28,Autobusová stanica cez Nový Juh,1,-,2
3A,13:33,Autobusová stanica cez Nový Juh,1,-,1
3A,13:53,Autobusová stanica cez Nový Juh,1,-,1
3A,14:13,Autobusová stanica cez Nový Juh,1,-,1
3A,14:33,Autobusová stanica cez Nový Juh,1,-,1
3A,14:53,Autobusová stanica cez Nový Juh,1,-,1
3A,15:13,Autobusová stanica cez Nový Juh,1,-,1
3A,15:33,Autobusová stanica cez Nový Juh,1,-,1
3A,15:53,Autobusová stanica cez Nový Juh,1,-,1
3A,16:13,Autobusová stanica cez Nový Juh,1,-,1
3A,16:33,Autobusová stanica cez Nový Juh,1,-,1
3A,16:58,Autobusová stanica cez Nový Juh,1,-,1
3A,17:28,Autobusová stanica cez Nový Juh,1,-,1
3A,17:58,Autobusová stanica cez Nový Juh,1,-,1
3A,18:28,Autobusová stanica cez Nový Juh,1,-,1
4A,05:15,Autobusová stanica cez Nový Juh,1,-,1
4A,05:35,Autobusová stanica cez Nový Juh,1,-,1
4A,05:55,Autobusová stanica cez Nový Juh,1,-,1
4A,06:05,Autobusová stanica cez Nový Juh,1,-,2
4A,06:15,Autobusová stanica cez Nový Juh,1,-,1
4A,06:35,Autobusová stanica cez Nový Juh,1,-,1
4A,06:50,Autobusová stanica cez Nový Juh,1,-,2
4A,06:55,Autobusová stanica cez Nový Juh,1,-,1
4A,07:05,Autobusová stanica cez Nový Juh,1,-,1
4A,07:15,Autobusová stanica cez Nový Juh,1,-,1
4A,07:20,Autobusová stanica cez Nový Juh,1,-,1
4A,07:35,Autobusová stanica cez Nový Juh,1,-,1
4A,07:55,Autobusová stanica cez Nový Juh,1,-,1
4A,08:15,Autobusová stanica cez Nový Juh,1,-,1
4A,08:35,Autobusová stanica cez Nový Juh,1,-,1
4A,08:55,Autobusová stanica cez Nový Juh,1,-,1
4A,09:15,Autobusová stanica cez Nový Juh,1,-,1
4A,09:35,Autobusová stanica cez Nový Juh,1,-,1
4A,09:55,Autobusová stanica cez Nový Juh,1,-,2
4A,10:00,Autobusová stanica cez Nový Juh,1,-,1
4A,10:15,Autobusová stanica cez Nový Juh,1,-,2
4A,10:30,Autobusová stanica cez Nový Juh,1,-,1
4A,10:35,Autobusová stanica cez Nový Juh,1,-,2
4A,10:55,Autobusová stanica cez Nový Juh,1,-,1
4A,11:00,Autobusová stanica cez Nový Juh,1,-,1
4A,11:15,Autobusová stanica cez Nový Juh,1,-,2
4A,11:30,Autobusová stanica cez Nový Juh,1,-,1
4A,11:35,Autobusová stanica cez Nový Juh,1,-,1
4A,11:55,Autobusová stanica cez Nový Juh,1,-,2
4A,12:00,Autobusová stanica cez Nový Juh,1,-,1
4A,12:15,Autobusová stanica cez Nový Juh,1,-,1
4A,12:30,Autobusová stanica cez Nový Juh,1,-,2
4A,12:35,Autobusová stanica cez Nový Juh,1,-,1
4A,12:55,Autobusová stanica cez Nový Juh,1,-,1
4A,13:00,Autobusová stanica cez Nový Juh,1,-,2
4A,13:15,Autobusová stanica cez Nový Juh,1,-,1
4A,13:30,Autobusová stanica cez Nový Juh,1,-,2
4A,13:35,Autobusová stanica cez Nový Juh,1,-,1
4A,13:55,Autobusová stanica cez Nový Juh,1,-,1
4A,14:15,Autobusová stanica cez Nový Juh,1,-,1
4A,14:35,Autobusová stanica cez Nový Juh,1,-,1
4A,14:55,Autobusová stanica cez Nový Juh,1,-,1
4A,15:15,Autobusová stanica cez Nový Juh,1,-,1
4A,15:35,Autobusová stanica cez Nový Juh,1,-,1
4A,15:55,Autobusová stanica cez Nový Juh,1,-,1
4A,16:15,Autobusová stanica cez Nový Juh,1,-,1
4A,16:35,Autobusová stanica cez Nový Juh,1,-,1
4A,17:00,Autobusová stanica cez Nový Juh,1,-,1
4A,17:30,Autobusová stanica cez Nový Juh,1,-,1
4A,18:00,Autobusová stanica cez Nový Juh,1,-,1
4A,18:30,Autobusová stanica cez Nový Juh,1,-,1
5A,05:18,Autobusová stanica cez Nový Juh,1,-,1
5A,05:38,Autobusová stanica cez Nový Juh,1,-,1
5A,05:58,Autobusová stanica cez Nový Juh,1,-,1
5A,06:08,Autobusová stanica cez Nový Juh,1,-,2
5A,06:18,Autobusová stanica cez Nový Juh,1,-,1
5A,06:38,Autobusová stanica cez Nový Juh,1,-,1
5A,06:53,Autobusová stanica cez Nový Juh,1,-,2
5A,06:58,Autobusová stanica cez Nový Juh,1,-,1
5A,07:08,Autobusová stanica cez Nový Juh,1,-,1
5A,07:18,Autobusová stanica cez Nový Juh,1,-,1
5A,07:23,Autobusová stanica cez Nový Juh,1,-,1
5A,07:38,Autobusová stanica cez Nový Juh,1,-,1
5A,07:58,Autobusová stanica cez Nový Juh,1,-,1
5A,08:18,Autobusová stanica cez Nový Juh,1,-,1
5A,08:38,Autobusová stanica cez Nový Juh,1,-,1
5A,08:58,Autobusová stanica cez Nový Juh,1,-,1
5A,09:18,Autobusová stanica cez Nový Juh,1,-,1
5A,09:38,Autobusová stanica cez Nový Juh,1,-,1
5A,09:58,Autobusová stanica cez Nový Juh,1,-,2
5A,10:03,Autobusová stanica cez Nový Juh,1,-,1
5A,10:18,Autobusová stanica cez Nový Juh,1,-,2
5A,10:33,Autobusová stanica cez Nový Juh,1,-,1
5A,10:38,Autobusová stanica cez Nový Juh,1,-,2
5A,10:58,Autobusová stanica cez Nový Juh,1,-,1
5A,11:03,Autobusová stanica cez Nový Juh,1,-,1
5A,11:18,Autobusová stanica cez Nový Juh,1,-,2
5A,11:33,Autobusová stanica cez Nový Juh,1,-,1
5A,11:38,Autobusová stanica cez Nový Juh,1,-,1
5A,11:58,Autobusová stanica cez Nový Juh,1,-,2
5A,12:03,Autobusová stanica cez Nový Juh,1,-,1
5A,12:18,Autobusová stanica cez Nový Juh,1,-,1
5A,12:33,Autobusová stanica cez Nový Juh,1,-,2
5A,12:38,Autobusová stanica cez Nový Juh,1,-,1
5A,12:58,Autobusová stanica cez Nový Juh,1,-,1
5A,13:03,Autobusová stanica cez Nový Juh,1,-,2
5A,13:18,Autobusová stanica cez Nový Juh,1,-,1
5A,13:33,Autobusová stanica cez Nový Juh,1,-,2
5A,13:38,Autobusová stanica cez Nový Juh,1,-,1
5A,13:58,Autobusová stanica cez Nový Juh,1,-,1
5A,14:18,Autobusová stanica cez Nový Juh,1,-,1
5A,14:38,Autobusová stanica cez Nový Juh,1,-,1
5A,14:58,Autobusová stanica cez Nový Juh,1,-,1
5A,15:18,Autobusová stanica cez Nový Juh,1,-,1
5A,15:38,Autobusová stanica cez Nový Juh,1,-,1
5A,15:58,Autobusová stanica cez Nový Juh,1,-,1
5A,16:18,Autobusová stanica cez Nový Juh,1,-,1
5A,16:38,Autobusová stanica cez Nový Juh,1,-,1
5A,17:03,Autobusová stanica cez Nový Juh,1,-,1
5A,17:33,Autobusová stanica cez Nový Juh,1,-,1
5A,18:03,Autobusová stanica cez Nový Juh,1,-,1
5A,18:33,Autobusová stanica cez Nový Juh,1,-,1
6A,05:00,Autobusová stanica,1,-,1
6A,05:20,Autobusová stanica,1,-,1
6A,05:40,Autobusová stanica,1,-,1
6A,05:55,Autobusová stanica,1,-,1
6A,06:00,Autobusová stanica,1,-,1
6A,06:10,Autobusová stanica,1,-,2
6A,06:20,Autobusová stanica,1,-,1
6A,06:25,Autobusová stanica,1,-,1
6A,06:40,Autobusová stanica,1,-,1
6A,06:55,Autobusová stanica,1,-,2
6A,07:00,Autobusová stanica,1,-,1
6A,07:10,Autobusová stanica,1,-,1
6A,07:20,Autobusová stanica,1,-,1
6A,07:25,Autobusová stanica,1,-,1
6A,07:40,Autobusová stanica,1,-,1
6A,08:00,Autobusová stanica,1,-,1
6A,08:20,Autobusová stanica,1,-,1
6A,08:40,Autobusová stanica,1,-,1
6A,09:00,Autobusová stanica,1,-,1
6A,09:20,Autobusová stanica,1,-,1
6A,09:40,Autobusová stanica,1,-,1
6A,10:00,Autobusová stanica,1,-,1
6A,10:05,Autobusová stanica,1,-,1
6A,10:20,Autobusová stanica,1,-,2
6A,10:35,Autobusová stanica,1,-,1
6A,10:40,Autobusová stanica,1,-,2
6A,11:00,Autobusová stanica,1,-,1
6A,11:05,Autobusová stanica,1,-,1
6A,11:20,Autobusová stanica,1,-,2
6A,11:35,Autobusová stanica,1,-,1
6A,11:40,Autobusová stanica,1,-,1
6A,12:00,Autobusová stanica,1,-,2
6A,12:05,Autobusová stanica,1,-,1
6A,12:20,Autobusová stanica,1,-,1
6A,12:35,Autobusová stanica,1,-,2
6A,12:40,Autobusová stanica,1,-,1
6A,13:00,Autobusová stanica,1,-,1
6A,13:05,Autobusová stanica,1,-,2
6A,13:20,Autobusová stanica,1,-,1
6A,13:35,Autobusová stanica,1,-,2
6A,13:40,Autobusová stanica,1,-,1
6A,14:00,Autobusová stanica,1,-,1
6A,14:20,Autobusová stanica,1,-,1
6A,14:40,Autobusová stanica,1,-,1
6A,14:50,Autobusová stanica,1,-,1
6A,15:00,Autobusová stanica,1,-,1
6A,15:20,Autobusová stanica,1,-,1
6A,15:40,Autobusová stanica,1,-,1
6A,16:00,Autobusová stanica,1,-,1
6A,16:20,Autobusová stanica,1,-,1
6A,16:40,Autobusová stanica,1,-,1
6A,17:05,Autobusová stanica,1,-,1
6A,17:35,Autobusová stanica,1,-,1
6A,18:05,Autobusová stanica,1,-,1
6A,18:35,Autobusová stanica,1,-,1
7,05:02,Autobusová stanica,1,-,1
7,05:22,Autobusová stanica,1,-,1
7,05:42,Autobusová stanica,1,-,1
7,05:57,Autobusová stanica,1,-,1
7,06:02,Autobusová stanica,1,-,1
7,06:12,Autobusová stanica,1,-,2
7,06:22,Autobusová stanica,1,-,1
7,06:27,Autobusová stanica,1,-,1
7,06:42,Autobusová stanica,1,-,1
7,06:57,Autobusová stanica,1,-,2
7,07:02,Autobusová stanica,1,-,1
7,07:12,Autobusová stanica,1,-,1
7,07:22,Autobusová stanica,1,-,1
7,07:27,Autobusová stanica,1,-,1
7,07:42,Autobusová stanica,1,-,1
7,08:02,Autobusová stanica,1,-,1
7,08:22,Autobusová stanica,1,-,1
7,08:42,Autobusová stanica,1,-,1
7,09:02,Autobusová stanica,1,-,1
7,09:22,Autobusová stanica,1,-,1
7,09:42,Autobusová stanica,1,-,1
7,10:02,Autobusová stanica,1,-,1
7,10:07,Autobusová stanica,1,-,1
7,10:22,Autobusová stanica,1,-,2
7,10:37,Autobusová stanica,1,-,1
7,10:42,Autobusová stanica,1,-,2
7,11:02,Autobusová stanica,1,-,1
7,11:07,Autobusová stanica,1,-,1
7,11:22,Autobusová stanica,1,-,2
7,11:37,Autobusová stanica,1,-,1
7,11:42,Autobusová stanica,1,-,1
7,12:02,Autobusová stanica,1,-,2
7,12:07,Autobusová stanica,1,-,1
7,12:22,Autobusová stanica,1,-,1
7,12:37,Autobusová stanica,1,-,2
7,12:42,Autobusová stanica,1,-,1
7,13:02,Autobusová stanica,1,-,1
7,13:07,Autobusová stanica,1,-,2
7,13:22,Autobusová stanica,1,-,1
7,13:37,Autobusová stanica,1,-,2
7,13:42,Autobusová stanica,1,-,1
7,14:02,Autobusová stanica,1,-,1
7,14:22,Autobusová stanica,1,-,1
7,14:42,Autobusová stanica,1,-,1
7,14:52,Autobusová stanica,1,-,1
7,15:02,Autobusová stanica,1,-,1
7,15:22,Autobusová stanica,1,-,1
7,15:42,Autobusová stanica,1,-,1
7,16:02,Autobusová stanica,1,-,1
7,16:22,Autobusová stanica,1,-,1
7,16:42,Autobusová stanica,1,-,1
7,17:07,Autobusová stanica,1,-,1
7,17:37,Autobusová stanica,1,-,1
7,18:07,Autobusová stanica,1,-,1
7,18:37,Autobusová stanica,1,-,1
8,05:04,Autobusová stanica,1,-,1
8,05:24,Autobusová stanica,1,-,1
8,05:44,Autobusová stanica,1,-,1
8,05:59,Autobusová stanica,1,-,1
8,06:04,Autobusová stanica,1,-,1
8,06:14,Autobusová stanica,1,-,2
8,06:24,Autobusová stanica,1,-,1
8,06:29,Autobusová stanica,1,-,1
8,06:44,Autobusová stanica,1,-,1
8,06:59,Autobusová stanica,1,-,2
8,07:04,Autobusová stanica,1,-,1
8,07:14,Autobusová stanica,1,-,1
8,07:24,Autobusová stanica,1,-,1
8,07:29,Autobusová stanica,1,-,1
8,07:44,Autobusová stanica,1,-,1
8,08:04,Autobusová stanica,1,-,1
8,08:24,Autobusová stanica,1,-,1
8,08:44,Autobusová stanica,1,-,1
8,09:04,Autobusová stanica,1,-,1
8,09:24,Autobusová stanica,1,-,1
8,09:44,Autobusová stanica,1,-,1
8,10:04,Autobusová stanica,1,-,1
8,10:09,Autobusová stanica,1,-,1
8,10:24,Autobusová stanica,1,-,2
8,10:39,Autobusová stanica,1,-,1
8,10:44,Autobusová stanica,1,-,2
8,11:04,Autobusová stanica,1,-,1
8,11:09,Autobusová stanica,1,-,1
8,11:24,Autobusová stanica,1,-,2
8,11:39,Autobusová stanica,1,-,1
8,11:44,Autobusová stanica,1,-,1
8,12:04,Autobusová stanica,1,-,2
8,12:09,Autobusová stanica,1,-,1
8,12:24,Autobusová stanica,1,-,1
8,12:39,Autobusová stanica,1,-,2
8,12:44,Autobusová stanica,1,-,1
8,13:04,Autobusová stanica,1,-,1
8,13:09,Autobusová stanica,1,-,2
8,13:24,Autobusová stanica,1,-,1
8,13:39,Autobusová stanica,1,-,2
8,13:44,Autobusová stanica,1,-,1
8,14:04,Autobusová stanica,1,-,1
8,14:24,Autobusová stanica,1,-,1
8,14:44,Autobusová stanica,1,-,1
8,14:54,Autobusová stanica,1,-,1
8,15:04,Autobusová stanica,1,-,1
8,15:24,Autobusová stanica,1,-,1
8,15:44,Autobusová stanica,1,-,1
8,16:04,Autobusová stanica,1,-,1
8,16:24,Autobusová stanica,1,-,1
8,16:44,Autobusová stanica,1,-,1
8,17:09,Autobusová stanica,1,-,1
8,17:39,Autobusová stanica,1,-,1
8,18:09,Autobusová stanica,1,-,1
8,18:39,Autobusová stanica,1,-,1
9,05:05,Autobusová stanica,1,-,1
9,05:25,Autobusová stanica,1,-,1
9,05:45,Autobusová stanica,1,-,1
9,06:00,Autobusová stanica,1,-,1
9,06:05,Autobusová stanica,1,-,1
9,06:15,Autobusová stanica,1,-,2
9,06:25,Autobusová stanica,1,-,1
9,06:30,Autobusová stanica,1,-,1
9,06:45,Autobusová stanica,1,-,1
9,07:00,Autobusová stanica,1,-,2
9,07:05,Autobusová stanica,1,-,1
9,07:15,Autobusová stanica,1,-,1
9,07:25,Autobusová stanica,1,-,1
9,07:30,Autobusová stanica,1,-,1
9,07:45,Autobusová stanica,1,-,1
9,08:05,Autobusová stanica,1,-,1
9,08:25,Autobusová stanica,1,-,1
9,08:45,Autobusová stanica,1,-,1
9,09:05,Autobusová stanica,1,-,1
9,09:25,Autobusová stanica,1,-,1
9,09:45,Autobusová stanica,1,-,1
9,10:05,Autobusová stanica,1,-,1
9,10:10,Autobusová stanica,1,-,1
9,10:25,Autobusová stanica,1,-,2
9,10:40,Autobusová stanica,1,-,1
9,10:45,Autobusová stanica,1,-,2
9,11:05,Autobusová stanica,1,-,1
9,11:10,Autobusová stanica,1,-,1
9,11:25,Autobusová stanica,1,-,2
9,11:40,Autobusová stanica,1,-,1
9,11:45,Autobusová stanica,1,-,1
9,12:05,Autobusová stanica,1,-,2
9,12:10,Autobusová stanica,1,-,1
9,12:25,Autobusová stanica,1,-,1
9,12:40,Autobusová stanica,1,-,2
9,12:45,Autobusová stanica,1,-,1
9,13:05,Autobusová stanica,1,-,1
9,13:10,Autobusová stanica,1,-,2
9,13:25,Autobusová stanica,1,-,1
9,13:40,Autobusová stanica,1,-,2
9,13:45,Autobusová stanica,1,-,1
9,14:05,Autobusová stanica,1,-,1
9,14:25,Autobusová stanica,1,-,1
9,14:45,Autobusová stanica,1,-,1
9,14:55,Autobusová stanica,1,-,1
9,15:05,Autobusová stanica,1,-,1
9,15:25,Autobusová stanica,1,-,1
9,15:45,Autobusová stanica,1,-,1
9,16:05,Autobusová stanica,1,-,1
9,16:25,Autobusová stanica,1,-,1
9,16:45,Autobusová stanica,1,-,1
9,17:10,Autobusová stanica,1,-,1
9,17:40,Autobusová stanica,1,-,1
9,18:10,Autobusová stanica,1,-,1
9,18:40,Autobusová stanica,1,-,1
10,05:06,Autobusová stanica,1,-,1
10,05:26,Autobusová stanica,1,-,1
10,05:46,Autobusová stanica,1,-,1
10,06:01,Autobusová stanica,1,-,1
10,06:06,Autobusová stanica,1,-,1
10,06:16,Autobusová stanica,1,-,2
10,06:26,Autobusová stanica,1,-,1
10,06:31,Autobusová stanica,1,-,1
10,06:46,Autobusová stanica,1,-,1
10,07:01,Autobusová stanica,1,-,2
10,07:06,Autobusová stanica,1,-,1
10,07:16,Autobusová stanica,1,-,1
10,07:26,Autobusová stanica,1,-,1
10,07:31,Autobusová stanica,1,-,1
10,07:46,Autobusová stanica,1,-,1
10,08:06,Autobusová stanica,1,-,1
10,08:26,Autobusová stanica,1,-,1
10,08:46,Autobusová stanica,1,-,1
10,09:06,Autobusová stanica,1,-,1
10,09:26,Autobusová stanica,1,-,1
10,09:46,Autobusová stanica,1,-,1
10,10:06,Autobusová stanica,1,-,1
10,10:11,Autobusová stanica,1,-,1
10,10:26,Autobusová stanica,1,-,2
10,10:41,Autobusová stanica,1,-,1
10,10:46,Autobusová stanica,1,-,2
10,11:06,Autobusová stanica,1,-,1
10,11:11,Autobusová stanica,1,-,1
10,11:26,Autobusová stanica,1,-,2
10,11:41,Autobusová stanica,1,-,1
10,11:46,Autobusová stanica,1,-,1
10,12:06,Autobusová stanica,1,-,2
10,12:11,Autobusová stanica,1,-,1
10,12:26,Autobusová stanica,1,-,1
10,12:41,Autobusová stanica,1,-,2
10,12:46,Autobusová stanica,1,-,1
10,13:06,Autobusová stanica,1,-,1
10,13:11,Autobusová stanica,1,-,2
10,13:26,Autobusová stanica,1,-,1
10,13:41,Autobusová stanica,1,-,2
10,13:46,Autobusová stanica,1,-,1
10,14:06,Autobusová stanica,1,-,1
10,14:26,Autobusová stanica,1,-,1
10,14:46,Autobusová stanica,1,-,1
10,14:56,Autobusová stanica,1,-,1
10,15:06,Autobusová stanica,1,-,1
10,15:26,Autobusová stanica,1,-,1
10,15:46,Autobusová stanica,1,-,1
10,16:06,Autobusová stanica,1,-,1
10,16:26,Autobusová stanica,1,-,1
10,16:46,Autobusová stanica,1,-,1
10,17:11,Autobusová stanica,1,-,1
10,17:41,Autobusová stanica,1,-,1
10,18:11,Autobusová stanica,1,-,1
10,18:41,Autobusová stanica,1,-,1
5B,05:08,Autobusová stanica,1,-,1
5B,05:28,Autobusová stanica,1,-,1
5B,05:48,Autobusová stanica,1,-,1
5B,06:03,Autobusová stanica,1,-,1
5B,06:08,Autobusová stanica,1,-,1
5B,06:18,Autobusová stanica,1,-,2
5B,06:28,Autobusová stanica,1,-,1
5B,06:33,Autobusová stanica,1,-,1
5B,06:48,Autobusová stanica,1,-,1
5B,07:03,Autobusová stanica,1,-,2
5B,07:08,Autobusová stanica,1,-,1
5B,07:18,Autobusová stanica,1,-,1
5B,07:28,Autobusová stanica,1,-,1
5B,07:33,Autobusová stanica,1,-,1
5B,07:48,Autobusová stanica,1,-,1
5B,08:08,Autobusová stanica,1,-,1
5B,08:28,Autobusová stanica,1,-,1
5B,08:48,Autobusová stanica,1,-,1
5B,09:08,Autobusová stanica,1,-,1
5B,09:28,Autobusová stanica,1,-,1
5B,09:48,Autobusová stanica,1,-,1
5B,10:08,Autobusová stanica,1,-,1
